Time,ECG_Clean,ECG_Noisy,ECG_Filtered
0.0,0.8,0.7985161004535942,0.7840650680088708
0.001000100010001,0.7967908423502102,0.9590928776264874,0.766464099833321
0.002000200020002,0.7859805825214942,1.0738534487279237,0.7483493489772409
0.003000300030003,0.7678634709338352,1.0516314783316445,0.7283891332132321
0.004000400040004,0.742880371540851,0.9975439640168081,0.705479993281831
0.005000500050005001,0.7116067419312443,0.9332179345146715,0.6788336581904268
0.006000600060006,0.6747369036988627,0.8837562624650822,0.6480287651811677
0.0070007000700070005,0.6330656301999594,0.7133296351903206,0.6130241667922531
0.008000800080008,0.587468094502815,0.589136958456937,0.5741352552609266
0.009000900090009001,0.5388790263578713,0.49853420036649426,0.5319787632354407
0.010001000100010001,0.48827158606046184,0.41269731449694474,0.48739458300783445
0.011001100110011002,0.43663607448581376,0.2695272967357415,0.4413550366791208
0.012001200120012,0.38495827775894437,0.09312455714572034,0.39487267536744586
0.013001300130013,0.33419709737863296,0.049814499734915786,0.3489171497820862
0.014001400140014001,0.28526121090484446,0.05894744408405779,0.30434998500191945
0.015001500150015001,0.23898485567676803,0.06566483316570493,0.26188321476737275
0.016001600160016,0.19610337261725197,0.09991317725930852,0.22206404215414857
0.017001700170017002,0.15722977253277662,0.24483739865465984,0.1852835787752983
0.018001800180018002,0.12283413883278356,0.3926140112401593,0.15180398358161992
0.019001900190019003,0.09322800025026473,0.4548282875455459,0.12179563988544788
0.020002000200020003,0.06855577262984906,0.3367669863679724,0.09537496346703536
0.021002100210021003,0.048794927094887655,0.2888799524726941,0.07263437713432566
0.022002200220022004,0.03376572773242875,0.05231501251640629,0.05365871767289798
0.023002300230023004,0.02315031585302354,0.11808287390672854,0.03852603431353799
0.024002400240024,0.016519782570184736,-0.04481710843846295,0.027294323829524805
0.025002500250025,0.013366872300488506,-0.11667048800778054,0.01997843325548641
0.026002600260026,0.013141279422647728,-0.1013955352540125,0.01652284701629718
0.027002700270027002,0.01528425861178984,-0.11432327026843594,0.016776391419080508
0.028002800280028002,0.01925949892701526,-0.10522571727256752,0.02047418969495412
0.029002900290029002,0.024577854591702867,-0.048557282535258636,0.027230739533928804
0.030003000300030003,0.03081445032646799,0.034911873082877964,0.036546119449999255
0.031003100310031003,0.037617714057495116,-0.023524908482115185,0.04782542644486784
0.032003200320032,0.04471086051108297,-0.000869636919445263,0.060409891370437015
0.033003300330033,0.05188711373031385,0.06950768015769038,0.07361684185197259
0.034003400340034004,0.059000428767946346,0.13048997788162017,0.08678472611616786
0.035003500350035,0.06595363042530926,0.2600277898324953,0.0993186727875841
0.036003600360036005,0.07268576488998604,0.2310458220980974,0.11073162947586263
0.037003700370037,0.0791601334662758,0.24853686333082786,0.1206762677471878
0.038003800380038005,0.08535403926436619,0.24209199749821866,0.1289637531869017
0.039003900390039,0.09125081768649951,0.15765669144506167,0.13556705331723604
0.040004000400040006,0.09683431120663555,0.19630349403988803,0.14060834455755503
0.041004100410041,0.10208563299383872,0.24550918161794222,0.1443318979198966
0.04200420042004201,0.10698185965164586,0.1427703246808658,0.14706533969378566
0.043004300430043,0.1114961953427251,0.06834237259563528,0.14917337835067115
0.04400440044004401,0.11559913752178896,0.12511154128902682,0.15100901779096804
0.045004500450045004,0.11926022138729292,-0.05375665440789568,0.1528678566672615
0.04600460046004601,0.12244999911505934,0.007196031529334519,0.15495108403695113
0.047004700470047005,0.12514199877650453,-0.021958778363313284,0.15734205538249627
