Time,Signal_Clean,Signal_Noisy,Signal_Filtered
0.0,0.0,-0.07444644010510913,-0.06930879840112515
0.0005000250012500625,0.16493217990747927,0.25986790424574385,0.1747695450257356
0.001000050002500125,0.29556491788701644,0.5751352163537147,0.41010747349482873
0.0015000750037501877,0.36966665265449444,0.6237682663217848,0.4008461143013866
0.00200010000500025,0.38391882850669223,0.6086225049972739,0.3585039696015113
0.0025001250062503125,0.35275859112414776,0.5797749228955278,0.33752399164403796
0.0030001500075003754,0.3002662566878212,0.44824415498116355,0.24836074505254274
0.0035001750087504378,0.24926263878520816,0.29957314435203836,0.1710553150249009
0.0040002000100005,0.21275093834213965,0.2896277099154599,0.25179708307818643
0.004500225011250563,0.19126275648694596,0.22450280193485747,0.2841812933458993
0.005000250012500625,0.17647053411350844,0.006298514337837393,0.15661398368758706
0.005500275013750688,0.15832014764082813,0.17219166602421457,0.3933300986244248
0.006000300015000751,0.13149883376053026,-0.07738327869852689,0.1844531986692874
0.006500325016250813,0.09791381289934785,-0.2681851069227016,-0.0021110564808071997
0.0070003500175008756,0.06439875498141122,-0.2809315212980636,-0.0484035484280525
0.0075003750187509375,0.03760617158124166,-0.33426275659896654,-0.16896648594608124
0.008000400020001,0.019470369760091734,-0.09221706305646349,-0.018799931135441324
0.008500425021251062,0.006019208586994347,0.04878306189690646,0.018462025841347512
0.009000450022501126,-0.009880993639340651,0.27253926767428727,0.14132460261569374
0.009500475023751188,-0.03371630448270871,0.41720350482406365,0.20244154630509964
0.01000050002500125,-0.06558869282260514,0.2631748695386869,-0.005646260581085166
0.010500525026251314,-0.10003182890639487,0.0474437600070211,-0.2380075100186124
0.011000550027501376,-0.12965913519804223,0.08598554561772682,-0.17594267597424101
0.011500575028751438,-0.1504717767751349,0.16279577420200847,-0.03822221716929945
0.012000600030001501,-0.16541466662542237,0.0024522062882328588,-0.10831087019403014
0.012500625031251563,-0.18354304358603965,-0.18403685642970935,-0.1876065925194211
0.013000650032501625,-0.21461011537000008,-0.2865852238510917,-0.18103715151123734
0.013500675033751687,-0.26168130936967565,-0.4304124436084957,-0.2292796284648383
0.014000700035001751,-0.3159263470746418,-0.4828583257698724,-0.21340202353503168
0.014500725036251813,-0.3570583563244858,-0.4683639189428344,-0.167858027691072
0.015000750037501875,-0.3601922596818974,-0.6074308522733621,-0.3180248525309006
0.015500775038751939,-0.3065201085069375,-0.5514753287908412,-0.3143336392059028
0.016000800040002,-0.1929261702337286,-0.4645962712661076,-0.3140172399469715
0.016500825041252064,-0.03576190969687716,-0.15560389177500392,-0.1139777098618174
0.017000850042502125,0.13346052916694665,0.2970200536841446,0.22266184990865795
0.01750087504375219,0.27892438755220345,0.5377391347169239,0.35694445935809294
0.018000900045002252,0.37325067237775594,0.6020903269841746,0.3396677678851346
0.018500925046252312,0.40655424738741214,0.5358664027861219,0.2283349252550339
0.019000950047502376,0.3880146714183465,0.5734107416787586,0.2638705295684001
0.01950097504875244,0.33972134559267575,0.47803592144843965,0.21015521511470264
0.0200010000500025,0.2861065870292642,0.5058006308944157,0.3176873587887281
0.020501025051252564,0.2440779205102595,0.30889397707332306,0.2276843228263316
0.021001050052502628,0.21818611953891423,0.2030446891025507,0.24095908628412396
0.021501075053752688,0.2023348227728056,0.1374155899303851,0.28993900259453953
0.02200110005500275,0.186193534209384,0.02933808469412673,0.2757679039154664
0.022501125056252815,0.1623515953126851,0.00909550332353636,0.31533911159719386
0.023001150057502875,0.13035733557923232,-0.1797864561533751,0.14346256936071378
0.02350117505875294,0.09590961986063423,-0.28957249707312277,0.005058829537547348
0.024001200060003003,0.06633308189112276,-0.2206915063544211,0.003321383402666876
0.024501225061253063,0.045465650390786615,-0.07051074031303672,0.050579203962473396
0.025001250062503127,0.031163307807465474,0.11258276911982192,0.1128585122397314
0.025501275063753187,0.016840984789013518,0.2956354645565007,0.1742752997613663
0.02600130006500325,-0.004074910498105897,0.43687315835329804,0.21034732791749555
0.026501325066253315,-0.033701057070663495,0.33780295108424346,0.037576866687190694
0.027001350067503375,-0.06817353614239739,0.09225085776199052,-0.23972016766035337
0.02750137506875344,-0.10016038114872433,0.16511746513496064,-0.1520292718420807
0.028001400070003502,-0.12398095696595568,-0.08495362180175577,-0.3425399995229444
0.028501425071253562,-0.14012209375331341,-0.052039370132513946,-0.21344110095163987
0.029001450072503626,-0.1560257481226596,-0.059681997201004665,-0.10150827940541496
0.02950147507375369,-0.18202747695906837,-0.2099689328201001,-0.12541220022520866
0.03000150007500375,-0.22419102655536896,-0.3206254064784641,-0.12061269108776126
0.030501525076253814,-0.27790271339677775,-0.41258893247183215,-0.12440191329222641
0.031001550077503878,-0.32618671439925095,-0.550043577602724,-0.2136188810575123
0.03150157507875394,-0.34456894569816865,-0.5044414302180691,-0.16684798827191694
0.032001600080004,-0.31096866552289953,-0.585394981405685,-0.29424569419622887
0.032501625081254065,-0.21626896080756886,-0.4635638135200253,-0.26031311400413215
0.03300165008250413,-0.07045150897398379,-0.22129899247563325,-0.13528244315052443
0.033501675083754186,0.09901024407703773,0.21228741926578318,0.16821293406855525
0.03400170008500425,0.25624350459613826,0.4701639657921973,0.3016035402002282
0.03450172508625431,0.36973905135686547,0.6194066869512912,0.3496613673659567
0.03500175008750438,0.4232029857347639,0.6489919469253341,0.3157341951022461
0.03550177508875444,0.4198364472111526,0.5639703864821883,0.2139046544474983
0.036001800090004504,0.3785239995102239,0.42384454165013685,0.10610668122447595
0.03650182509125456,0.3241889123302696,0.4612515293121399,0.22054714004647566
0.037001850092504625,0.27710809371688333,0.4111578526863405,0.28156727311240454
0.03750187509375469,0.24606674536053053,0.2747958188029105,0.27496093352899786
0.03800190009500475,0.2279468939231436,0.09636311327827742,0.226750352192673
0.038501925096254816,0.2129627989866616,0.08847622543585774,0.33124275036689343
0.03900195009750488,0.19206034147628204,-0.015456031735024068,0.30601077163811186
0.039501975098754936,0.1623234768404963,0.06737931440819818,0.42271147677256526
