Time,Signal_Clean,Signal_Noisy,Signal_Filtered
0.0,0.0,-0.016276510130674826,
0.0005000500050005,0.22280339991546685,0.7731975491272468,
0.001000100010001,0.4239711772081467,,
0.0015001500150015,0.58376828306326,,
0.002000200020002,0.6864905950462354,,
0.0025002500250025004,0.7220098970723692,,
0.003000300030003,0.6867745483427133,,
0.0035003500350035003,0.5841667635283327,0.7531847205772103,
0.004000400040004,0.42418034915802216,0.5572549158776999,
0.004500450045004501,0.22244934472179445,0.3349816638637087,
0.005000500050005001,-0.0012782272953080868,-0.02415136951045619,
0.005500550055005501,-0.22507265617031366,-0.3440853663350791,
0.006000600060006,-0.4269718944079571,-0.6417070143587223,
0.0065006500650065,-0.5871373120637221,-0.7923648458241465,
0.0070007000700070005,-0.6898041806533172,,
0.007500750075007501,-0.7248349868888398,,
0.008000800080008,-0.6887223458941324,,
0.008500850085008501,-0.5849420893328724,,
0.009000900090009001,-0.42362078891223254,-0.8123040107351956,
0.009500950095009501,-0.22054929866064474,-0.524782977716963,
0.010001000100010001,0.004361753624463942,0.22424140747142499,
0.010501050105010502,0.22903356054607704,0.7282358356935631,
0.011001100110011002,0.4313865611387266,,
0.011501150115011502,0.5915108973356362,,
0.012001200120012,0.6936264508284776,,
0.0125012501250125,0.7276393655226507,,
0.013001300130013,0.6901413562623386,,
0.013501350135013501,0.5847526969341106,0.7299669102265376,
0.014001400140014001,0.42177422221764815,0.5477619951625696,
0.014501450145014501,0.21718163789742478,0.27967065005498837,
0.015001500150015001,-0.008939773504544562,-0.044678175102629204,
0.015501550155015502,-0.23436673051774576,-0.37648921906419897,
0.016001600160016,-0.4369222737066985,-0.642962502774441,
0.0165016501650165,-0.5966580738264958,-0.7933892196593805,
0.017001700170017002,-0.6978198795077241,,
0.0175017501750175,-0.7304023310880099,,
0.018001800180018002,-0.6911395619796318,,
0.0185018501850185,-0.5838333900679306,,
0.019001900190019003,-0.4189860311987833,-0.804202576071643,
0.0195019501950195,-0.2127727375157542,-0.50268103615337,
0.020002000200020003,0.014545170656083156,0.2509750679918265,
0.0205020502050205,0.24061116872207217,0.7340051564687292,
0.021002100210021003,0.44317261739226477,,
0.0215021502150215,0.6022716885767572,,
0.022002200220022004,0.7022123238466664,,
0.022502250225022502,0.7331092773078427,,
0.023002300230023004,0.6918662873174991,,
0.023502350235023502,0.5824865280180217,0.7192200117305101,
0.024002400240024,0.4156841943166945,0.5253634459227675,
0.024502450245024503,0.20783490319135012,0.24590744489707,
0.025002500250025,-0.020632233479826022,-0.07869359361377787,
0.025502550255025503,-0.2472429223320483,-0.4000346505292373,
0.026002600260026,-0.4496888827158169,-0.6519430528995774,
0.026502650265026503,-0.608024288157734,-0.7947989311433605,
0.027002700270027002,-0.7066311258406842,,
0.027502750275027504,-0.7357597664132695,,
0.028002800280028002,-0.6924927580340924,,
0.028502850285028504,-0.5810365785743915,,
0.029002900290029002,-0.41231221605894236,-0.7984366950427755,
0.029502950295029504,-0.20288448677772072,-0.48575635066875117,
0.030003000300030003,0.02666485857932872,0.2686840969106653,
0.030503050305030505,0.25376036764507637,0.7391350339766533,
0.031003100310031003,0.45605348500115034,,
0.0315031503150315,0.6136220236854473,,
0.032003200320032,0.7109320047614848,,
0.032503250325032505,0.7383686665029161,,
0.033003300330033,0.6931857791837636,,
0.0335033503350335,0.579779599432364,0.7151766203900198,
0.034003400340034004,0.40926023091504454,0.5137189310793405,
0.034503450345034506,0.19836228739320153,0.22525577369645472,
0.035003500350035,-0.03219822412814449,-0.10368126611741664,
0.0355035503550355,-0.2597593681459099,-0.41973158406964456,
0.036003600360036005,-0.46194101983628294,-0.6618914380346157,
0.03650365036503651,-0.6188458397865924,-0.7981129841340272,
0.037003700370037,-0.7150170229080197,,
0.0375037503750375,-0.7409602278587165,,
0.038003800380038005,-0.6940799042322323,,
0.03850385038503851,-0.5789377790576486,,
0.039003900390039,-0.40680788361565146,-0.7965263485381646,
0.039503950395039504,-0.19457164645297229,-0.4798922295503206,
0.040004000400040006,0.03693854829724995,0.275997089743008,
0.0405040504050405,0.2649847127700102,0.7419178450360085,
0.041004100410041,0.4671566439682274,,
0.041504150415041505,0.6235739611584245,,
0.04200420042004201,0.7188404423374493,,
0.0425042504250425,0.7435586018033241,,
0.043004300430043,0.6952556094259418,,
0.043504350435043505,0.5786294383615896,0.7201632528613567,
0.04400440044004401,0.4050908667897014,0.517663404162935,
0.0445044504450445,0.1916460977455776,0.2218436512169296,
0.045004500450045004,-0.040770488374651526,-0.11639715949492899,
0.045504550455045506,-0.26934992759031356,-0.43522174765886196,
0.04600460046004601,-0.4716471297223526,-0.6726079891863396,
0.0465046504650465,-0.6277845256831226,-0.8030577485855691,
0.047004700470047005,-0.7224045960552594,,
0.04750475047504751,-0.7461795641639527,,
0.048004800480048,-0.6967299437864323,,
0.048504850485048503,-0.5788615967561643,,
0.049004900490049005,-0.40409779442660737,-0.7987039051068129,
0.04950495049504951,-0.18955193457440625,-0.48681622828494614,
0.05000500050005,0.04374874027258139,0.26929175360745305,
0.050505050505050504,0.27292419062562684,0.7415160457812684,
0.051005100510051006,0.47548536843704947,,
0.05150515051505151,0.6315407292606721,,
0.052005200520052,0.7257490293586221,,
0.052505250525052505,0.7488267701953961,,
0.05300530053005301,0.6984622509916707,,
0.05350535053505351,0.5795463164602764,0.7310668949539615,
0.054005400540054004,0.40369684821257085,0.5327191934903599,
0.054505450545054505,0.18812328428044428,0.232033202416344,
0.05500550055005501,-0.04605782312695318,-0.11730475302720886,
0.05550555055505551,-0.2758913309973602,-0.4440602655676117,
